,ID,MTS,AMOUNT,PRICE
11,264777956,1530626512065,-2.74802361,37.53
12,264777955,1530626512062,-1.27724989,37.539
13,264777954,1530626512059,-0.8747265,37.54
14,264777919,1530626496969,-0.8747265,37.546
0,264778628,1530626631228,-4.3,37.548
0,264778866,1530626696790,-5.0,37.512
1,264778817,1530626682983,-4.9,37.51
2,264778745,1530626661563,10.63595031,37.567
3,264778744,1530626661561,0.6,37.564
4,264778743,1530626661555,25.0,37.563
5,264778742,1530626661553,12.2675,37.563
6,264778741,1530626661551,0.0004109,37.55
7,264778740,1530626661549,0.7,37.547
8,264778628,1530626631228,-4.3,37.548
0,264778866,1530626696790,-5.0,37.512
0,264778866,1530626696790,-5.0,37.512
0,264778866,1530626696790,-5.0,37.512
0,264778866,1530626696790,-5.0,37.512
0,264778866,1530626696790,-5.0,37.512
0,264779183,1530626863020,-3.64815433,37.5
1,264779182,1530626862332,-5.83728547,37.5
2,264779181,1530626862138,-2.91575908,37.5
3,264779180,1530626861281,-25.0,37.5
4,264779179,1530626861279,-38.65026316,37.5
5,264778866,1530626696790,-5.0,37.512
0,264779183,1530626863020,-3.64815433,37.5
0,264779183,1530626863020,-3.64815433,37.5
0,264779630,1530627062741,-1.892,37.499
1,264779629,1530627062739,-1.066,37.499
2,264779628,1530627062738,-0.831,37.499
3,264779576,1530627056465,-4.13136013,37.5
4,264779575,1530627056383,-6.62280457,37.5
5,264779574,1530627056208,-3.30814753,37.5
6,264779570,1530627055706,-1.095,37.5
7,264779183,1530626863020,-3.64815433,37.5
0,264779630,1530627062741,-1.892,37.499
0,264779861,1530627155530,-26.0,37.482
1,264779858,1530627154683,-17.8009,37.481
2,264779857,1530627154681,-0.6,37.489
3,264779856,1530627154676,-6.9991,37.491
4,264779855,1530627154674,-0.6,37.491
5,264779630,1530627062741,-1.892,37.499
0,264779861,1530627155530,-26.0,37.482
0,264779861,1530627155530,-26.0,37.482
0,264780311,1530627320383,5.0,37.403
1,264780263,1530627309524,-0.6,37.414
2,264780251,1530627298380,-0.6,37.435
3,264780250,1530627298374,-58.5,37.44
4,264780249,1530627298371,-4.9,37.447
5,264780218,1530627289521,2.13909,37.444
6,264780215,1530627288007,19.1923,37.444
7,264780209,1530627286810,19.1948,37.444
8,264780180,1530627271249,-20.0,37.453
9,264779861,1530627155530,-26.0,37.482
0,264780377,1530627338013,-14.01364508,37.377
1,264780376,1530627338010,-0.6,37.379
2,264780375,1530627338004,-4.01037349,37.387
3,264780364,1530627332300,0.60560794,37.388
4,264780363,1530627332298,6.47439206,37.388
5,264780361,1530627331601,2.14229,37.388
6,264780342,1530627324164,-92.16,37.395
7,264780341,1530627324162,-4.01037349,37.401
8,264780311,1530627320383,5.0,37.403
0,264780542,1530627389210,-15.94645952,37.357
1,264780541,1530627389208,-4.01208976,37.359
2,264780377,1530627338013,-14.01364508,37.377
0,264780542,1530627389210,-15.94645952,37.357
0,264780542,1530627389210,-15.94645952,37.357
0,264781015,1530627518472,-1.0,37.35
1,264781005,1530627514968,-44.27,37.35
2,264780942,1530627495715,-92.14304102,37.35
3,264780941,1530627495712,-122.82693113,37.352
4,264780940,1530627495709,-42.9754,37.353
5,264780939,1530627495706,-7.0051,37.362
6,264780938,1530627495703,-35.04952785,37.36344828
7,264780542,1530627389210,-15.94645952,37.357
0,264781015,1530627518472,-1.0,37.35
0,264781198,1530627592019,-0.096,37.266
1,264781197,1530627592013,-0.4,37.278
2,264781092,1530627550245,0.00162812,37.354
3,264781067,1530627533765,-3.0,37.281
4,264781066,1530627533761,-0.74548575,37.281
